ID,Name,Type,Episodes,Aired,Members,Scores,Label,Sypnosis,Genres
6895,Hakuouki,TV,12,Apr 2010 - Jun 2010,173560,7.35,Watchable,"In 1864 Japan, a young woman named Chizuru Yukimura is searching for her missing father, Koudou, a doctor by trade whose work often takes him far from home. But with no word from him in months, Chizuru disguises herself as a man and heads to Kyoto in search of him. Attracting the attention of ronin, she tries to hide and ends up witnessing a horrifying sight: the ronin being brutally murdered by crazed white-haired men. In a startling turn of events, members of the Shinsengumi arrive to dispatch the creatures. But Chizuru's safety doesn't last long, as this group of men tie her up and take her back to their headquarters, unsure of whether to let her live or silence her permanently.

However, once she reveals the name of her father, the Shinsengumi decide to keep her safe, as they too have been searching for him. But Koudou is more connected to the Shinsengumi than they let on, and soon Chizuru finds herself embroiled in a conflict between the Shinsengumi and their enemies, as well as political tension in Kyoto.

[Written by MAL Rewrite]","Action, Drama, Supernatural, Historical, Samurai, Josei"
13469,Hyouka: Motsubeki Mono wa,OVA,1,Jul 2012 - Jul 2012,196305,7.35,Watchable,"It's another regular day, with Houtarou Oreki sitting at home as usual; that is until his sister Tomoe ropes him into working as a lifeguard at the local swimming pool. Upon reaching the pool, Oreki coincidentally meets the other members of the Classics Club. Eru Chitanda notices that a white object that was on a woman's ear a while ago suddenly disappeared, which leaves her curious about the mystery behind it.

Hyouka: Motsubeki Mono wa features Oreki and the rest of the Classics Club as they have fun at the pool and solve the mystery that has piqued Chitanda's curiosity.

[Written by MAL Rewrite]","Mystery, Slice of Life, School"
2216,Shigurui,TV,12,Jul 2007 - Oct 2007,129886,7.35,Watchable,"At the beginning of the Edo Era, when people enjoyed a time of peace, Lord Tokugawa Tadanaga holds a fighting tournament. In the past, matches were fought with wooden swords. This time, real swords will be used.

One-armed Fujiki Gennosuke and blind Irako Seigen will fight each other in this match. Both are disciples of Iwamoto Kogan, who is known as Japan's greatest swordsman. Each of them are determined to prove himself the successor of Iwamoto's school. However, there can only be one champion.

So begins a story of intertwining fates, conflict, and strange destinies.

(Source: ANN)","Action, Drama, Suspense, Adult Cast, Gore, Historical, Martial Arts, Psychological, Samurai, Seinen"
50404,Xian Wang de Richang Shenghuo 3,ONA,12,Sep 2022 - Dec 2022,108047,7.35,Watchable,Third season of Xian Wang de Richang Shenghuo.,"Adventure, Comedy, Fantasy, School, Urban Fantasy"
15911,Yuyushiki,TV,12,Apr 2013 - Jun 2013,112756,7.35,Watchable,"Yui Ichii, Yuzuko Nonohara, and Yukari Hinata form a peculiar friend group; even though each girl is eccentric in their own way, they get along. Now entering high school, the friends are looking forward to the next few years together while also wanting to be a part of something bigger. When they stumble across the data processing club without any members and in danger of disbanding, they immediately decide to join it.

As the club's newest members, Yui, Yuzuko, and Yukari spend their time doing wordplays, teasing each other, and using computers to search for topics to have amusing conversations about. The girls' daily lives never get dull as they enjoy their time at school to the fullest.

[Written by MAL Rewrite]","Comedy, CGDCT, Gag Humor, School"
41168,Nakitai Watashi wa Neko wo Kaburu,ONA,1,Jun 2020 - Jun 2020,466375,7.35,Watchable,"Miyo Sasaki is an energetic high school girl who comes from a broken family consisting of her unconfident father and an overly invested stepmother, whose attempts at connecting with Miyo come across as bothersome. Seeing Kento Hinode as a refuge from all her personal issues, she cannot help herself from forcing her unorthodox demonstrations of love onto her crush.

While Miyo is unable to get Kento's attention as herself, she manages to succeed by interacting with him in the form of a white cat, affectionately nicknamed ""Tarou"" by Kento. But Miyo soon realizes that she cannot help Kento with the various problems she overhears in her cat form and is now caught between two tough choices. Will she continue her relationship with him as a cat, or will she reveal her identity and risk what they have in order to help him as her human self?

[Written by MAL Rewrite]","Award Winning, Drama, Romance, Supernatural, School"
11933,Oda Nobuna no Yabou,TV,12,Jul 2012 - Sep 2012,305286,7.35,Watchable,"High school student Yoshiharu Sagara wakes up and finds himself in the middle of a raging Sengoku period battle. He is saved by the legendary Hideyoshi Toyotomi, but at the cost of the hero's life. With his dying breath, the warrior pleads for Yoshiharu to become a feudal lord in his place. Now that the course of history has been changed, Yoshiharu pledges to keep the timeline from diverging any further. Yet, after rescuing Nobuna Oda—whom he discovers is actually the fabled Nobunaga Oda's female counterpart—Yoshiharu realizes he has been transported to an alternate reality where most of Japan's historical warlords are now cute girls!

To set things right and find a way back home, Yoshiharu agrees to become one of Nobuna's retainers and assist her in a conquest of Japan. As Nobuna initiates her campaign, Yoshiharu discovers that the history he learned from playing the video game ""Nobunaga's Ambition"" allows him to predict future events and turn the tide of war. Using this invaluable gift to aid the Oda clan's beautiful generals, Yoshiharu hopes to help his new lord fulfill her dream and win the hearts of women everywhere.

[Written by MAL Rewrite]","Action, Comedy, Romance, Harem, Historical, Military, Time Travel"
52657,Ousama Ranking: Yuuki no Takarabako,TV,10,Apr 2023 - Jun 2023,151160,7.35,Watchable,"""A treasure chest of unspoken courage is opened.""

The special is described as a collection of shorts, showing past instances of courage and personal growth by the cast of Ousama Ranking. 

(Source: Ranking of Kings Wiki)","Adventure, Fantasy"
1117,Pokemon Movie 02: Maboroshi no Pokemon Lugia Bakutan,Movie,1,Jul 1999 - Jul 1999,197780,7.35,Watchable,"An ancient prophecy tells of a day when the titans of ice, lightning, and fire are disturbed. When this occurs, Lugia, the guardian of the sea, will rise up and restore harmony. Enchanted by the words of the prophecy, Gelardan, a Pokémon collector, sets out on his airship with a dreadful plan to capture Lugia by going after these three titans. 

After Gelardan makes his move, drastic climate change begins to take place, as terrible storms start popping up all over the globe. One such storm causes the ship carrying Pokémon trainers Satoshi, Kasumi, and Kenji to drift off course and land on Shamouti Island. Upon arriving, Satoshi is told of the ancient prophecy, and of his destiny as the chosen one who will help Lugia restore balance to the world. 

With the fate of the world in his hands, Satoshi must summon the courage to face the chaos that threatens to tear everything apart and stop Gelardan.

[Written by MAL Rewrite]","Adventure, Comedy, Fantasy, Kids"
36043,Net-juu no Susume Special,Special,1,Dec 2017 - Dec 2017,114903,7.34,Watchable,"Much to her dismay, Moriko Morioka's computer has broken down. However, not all is lost as she remembers that Yuuta Sakurai is a computer geek, leading Morioka to seek his expertise. But when Sakurai visits to help build her a new computer, hilarity ensues.

[Written by MAL Rewrite]","Comedy, Romance, Adult Cast, Video Game"
27787,Nisekoi:,TV,12,Apr 2015 - Jun 2015,721769,7.34,Watchable,"Despite having seemingly quelled the war between their respective gangs, Raku Ichijou and Chitoge Kirisaki still carry on with their fake relationship. Eventually, as Chitoge's perception of Raku slowly changes, she even begins to see him as a little charming. 

Chitoge struggles to come to terms with her newfound feelings for Raku, as a new girl joins the slew of Raku's admirers and the competition among those vying for the yakuza heir's attention grows even fiercer. And amidst all this, Raku's search for his first love and the contents of the mysterious sealed locket continues in Nisekoi:, which picks up where the first season left off.

[Written by MAL Rewrite]","Comedy, Romance, Harem, School, Shounen"
